hour,t(sec),"S1 (kVA)",Ang1,"S2 (kVA)",Ang2,"S3 (kVA)",Ang3
2083, 0.00000, 4026.64, -167.146, 4113.45, -167.877, 4115.59, -166.469
2083, 900.00000, 4123.22, -167.11, 4229.58, -167.596, 4208.05, -166.102
2083, 1800.00000, 4013.46, -167.626, 4133.38, -168.214, 4110.84, -166.476
2083, 2700.00000, 4113.07, -167.396, 4246.47, -168.229, 4233.82, -166.256
2084, 0.00000, 4017.57, -167.6, 4106.55, -168.565, 4121.86, -167.016
2084, 900.00000, 3922.15, -168.399, 3984.38, -169.158, 3998.91, -168.009
2084, 1800.00000, 3927.54, -167.923, 3983.42, -169.063, 4023.7, -167.808
2084, 2700.00000, 3703.02, -168.884, 3807.96, -169.54, 3793.74, -167.844
2085, 0.00000, 3529.39, -169.55, 3645.34, -169.939, 3609.84, -168.154
2085, 900.00000, 3360.04, -169.778, 3465.01, -170.124, 3431.58, -168.436
2085, 1800.00000, 3132.75, -170.563, 3226.21, -171.241, 3213.05, -169.464
2085, 2700.00000, 2969.59, -171.26, 3049.02, -171.958, 3041.8, -170.318
2086, 0.00000, 2882.41, -171.754, 2973.72, -172.552, 2964.36, -170.631
2086, 900.00000, 2744.56, -172.114, 2839.57, -172.495, 2809.3, -170.629
2086, 1800.00000, 2683.34, -172.12, 2745.6, -172.64, 2736.28, -171.254
2086, 2700.00000, 2637.79, -172.565, 2701.28, -173.035, 2689.03, -171.631
2087, 0.00000, 2565.38, -173.043, 2623.17, -173.651, 2618.55, -172.255
2087, 900.00000, 2478.53, -173.585, 2553.66, -174.029, 2533.81, -172.339
2087, 1800.00000, 2502.05, -173.424, 2580.66, -173.767, 2555.41, -172.072
2087, 2700.00000, 2435.46, -173.775, 2487.15, -174.252, 2479.43, -172.982
2088, 0.00000, 2401.95, -174.165, 2441.84, -174.526, 2435.36, -173.534
2088, 900.00000, 2184.32, -175.786, 2250.2, -175.699, 2215.08, -174.266
2088, 1800.00000, 2240.78, -175.357, 2300.68, -174.976, 2258.24, -173.848
2088, 2700.00000, 2124.39, -176.488, 2170.18, -176.262, 2140.3, -175.312
2089, 0.00000, 2106.7, -176.568, 2131.39, -176.467, 2115.91, -175.938
2089, 900.00000, 2058.05, -177.08, 2081.4, -177.146, 2071.89, -176.554
2089, 1800.00000, 2010.5, -177.418, 2037.54, -177.651, 2031.25, -176.875
2089, 2700.00000, 2036.81, -176.704, 2059.66, -177.54, 2074.18, -176.578
2090, 0.00000, 2083.37, -175.814, 2103.94, -177.124, 2135.04, -175.994
2090, 900.00000, 1959.73, -178.324, 2006.7, -178.283, 1982.41, -177.127
2090, 1800.00000, 1978.13, -178.082, 2031.32, -178.037, 2003.89, -176.742
2090, 2700.00000, 1989.23, -178.033, 2037.61, -177.925, 2010.56, -176.784
2091, 0.00000, 1954.46, -178.283, 2004.65, -178.267, 1979.56, -177.016
2091, 900.00000, 1994.5, -177.541, 2052.8, -177.843, 2033.51, -176.271
2091, 1800.00000, 2075.22, -176.68, 2130.3, -176.892, 2110.01, -175.492
2091, 2700.00000, 2040.67, -177.246, 2096.24, -177.518, 2077.52, -176.056
2092, 0.00000, 2050.56, -177.633, 2117.03, -177.742, 2088.01, -176.109
2092, 900.00000, 2177.18, -176.346, 2258.27, -176.662, 2229.43, -174.702
2092, 1800.00000, 2234.46, -175.973, 2331.82, -176.292, 2295.71, -174.031
2092, 2700.00000, 2333.41, -175.877, 2412.15, -175.949, 2376.34, -174.27
2093, 0.00000, 2423.23, -174.405, 2472.04, -175.438, 2486.14, -173.953
2093, 900.00000, 2580.49, -172.368, 2614.4, -173.926, 2658.53, -172.52
2093, 1800.00000, 2716.6, -171.843, 2784.78, -172.987, 2798.72, -171.213
2093, 2700.00000, 2668.66, -172.8, 2740.81, -173.539, 2735.63, -171.866
2094, 0.00000, 2684.67, -173.027, 2771.1, -173.395, 2744.06, -171.65
2094, 900.00000, 2799.03, -172.393, 2860.6, -172.331, 2827.7, -171.281
2094, 1800.00000, 2796.46, -172.042, 2830.62, -171.883, 2806.93, -171.358
2094, 2700.00000, 2941.4, -171.965, 2996.07, -171.528, 2949.48, -170.825
2095, 0.00000, 3002.99, -171.874, 3097.12, -171.621, 3039.51, -170.209
2095, 900.00000, 3087.95, -171.361, 3175.31, -171.521, 3140.11, -170.062
2095, 1800.00000, 3050.19, -171.145, 3099.45, -171.456, 3089.52, -170.511
2095, 2700.00000, 3186.68, -170.127, 3217.89, -170.816, 3235.69, -169.995
2096, 0.00000, 3133.97, -171.145, 3198.04, -172.052, 3209.77, -170.613
2096, 900.00000, 3248.54, -169.894, 3317.12, -171.653, 3370.21, -169.773
2096, 1800.00000, 3373.75, -169.338, 3479.06, -170.565, 3490.96, -168.464
2096, 2700.00000, 3367.52, -169.694, 3461.59, -169.959, 3429.2, -168.467
2097, 0.00000, 3464.24, -169.222, 3525.96, -169.242, 3496.56, -168.356
2097, 900.00000, 3460.83, -169.384, 3553.9, -169.354, 3506.71, -168.052
2097, 1800.00000, 3498.1, -170.093, 3638.97, -169.704, 3549.61, -167.925
2097, 2700.00000, 3539.69, -170.241, 3700.06, -169.62, 3588.56, -167.706
2098, 0.00000, 3631.66, -169.723, 3826.99, -169.348, 3712.08, -166.919
2098, 900.00000, 3655.05, -169.459, 3815.87, -169.413, 3735.42, -167.299
2098, 1800.00000, 3703.38, -168.954, 3828.87, -169.066, 3774.09, -167.361
2098, 2700.00000, 3738.27, -168.66, 3873.75, -169.023, 3828.7, -167.089
2099, 0.00000, 3790.43, -167.952, 3938.9, -168.491, 3898.2, -166.337
2099, 900.00000, 4068.09, -167.029, 4213.93, -167.71, 4185.47, -165.646
2099, 1800.00000, 4123.07, -166.737, 4205.98, -168.198, 4256.74, -166.508
2099, 2700.00000, 4136.27, -166.187, 4146.54, -168.364, 4276.89, -167.158
2100, 0.00000, 4126.31, -166.609, 4152.27, -168.024, 4227.58, -167.014
2100, 900.00000, 4144.7, -166.644, 4174.41, -168.184, 4256.1, -167.07
2100, 1800.00000, 4304.65, -166.126, 4394.73, -167.687, 4452.59, -165.91
2100, 2700.00000, 4262.34, -166.521, 4398.33, -167.33, 4384.75, -165.392
2101, 0.00000, 4277.6, -166.67, 4457.93, -167.122, 4400.31, -164.867
2101, 900.00000, 4248.44, -166.693, 4403.46, -167.366, 4371.96, -165.276
2101, 1800.00000, 4269.64, -166.643, 4425.22, -167.515, 4406.59, -165.335
2101, 2700.00000, 4376.81, -166.278, 4520.1, -167.118, 4506.52, -165.127
2102, 0.00000, 4485.28, -165.714, 4616.46, -166.715, 4620.87, -164.813
2102, 900.00000, 4525.82, -165.336, 4642.64, -166.845, 4689.45, -164.864
2102, 1800.00000, 4454.52, -165.806, 4572.11, -166.576, 4566.89, -164.918
2102, 2700.00000, 4551.98, -165.67, 4678.53, -166.244, 4656.54, -164.612
2103, 0.00000, 4550.13, -165.941, 4691.44, -166.741, 4678.17, -164.848
2103, 900.00000, 4734.02, -165.084, 4910.05, -166.279, 4911.24, -163.913
2103, 1800.00000, 4727.81, -164.984, 4904.62, -166.175, 4905.01, -163.801
2103, 2700.00000, 4622.57, -165.22, 4781.36, -166.369, 4785.31, -164.157
2104, 0.00000, 4571.3, -165.45, 4727.74, -166.387, 4717.18, -164.281
2104, 900.00000, 4617.78, -165.583, 4791.9, -166.29, 4757.36, -164.127
2104, 1800.00000, 4591.62, -165.826, 4764.51, -166.611, 4735.78, -164.414
2104, 2700.00000, 4445.55, -166.071, 4597.3, -166.781, 4571.76, -164.785
2105, 0.00000, 4556.52, -165.099, 4687.33, -166.276, 4705.2, -164.316
2105, 900.00000, 4490.02, -165.286, 4620.82, -166.577, 4645.38, -164.543
2105, 1800.00000, 4343.9, -166.28, 4511.06, -166.816, 4465.67, -164.695
2105, 2700.00000, 4246.69, -166.318, 4400.08, -166.863, 4360.98, -164.85
2106, 0.00000, 4184.23, -166.244, 4291.23, -166.92, 4281.95, -165.346
2106, 900.00000, 4228.31, -166.455, 4334.68, -166.994, 4317.35, -165.505
2106, 1800.00000, 4199.74, -166.263, 4309.52, -167.009, 4303.55, -165.375
2106, 2700.00000, 4150.48, -166.657, 4245.36, -167.466, 4249.93, -165.958
2107, 0.00000, 4026.64, -167.146, 4113.45, -167.877, 4115.59, -166.469
2107, 900.00000, 4123.22, -167.11, 4229.58, -167.596, 4208.05, -166.102
2107, 1800.00000, 4013.46, -167.626, 4133.38, -168.214, 4110.84, -166.476
2107, 2700.00000, 4113.07, -167.396, 4246.47, -168.229, 4233.82, -166.256
2108, 0.00000, 4017.57, -167.6, 4106.55, -168.565, 4121.86, -167.016
2108, 900.00000, 3922.15, -168.399, 3984.38, -169.158, 3998.91, -168.009
2108, 1800.00000, 3927.54, -167.923, 3983.42, -169.063, 4023.7, -167.808
2108, 2700.00000, 3703.02, -168.884, 3807.96, -169.54, 3793.74, -167.844
2109, 0.00000, 3529.39, -169.55, 3645.34, -169.939, 3609.84, -168.154
2109, 900.00000, 3360.04, -169.778, 3465.01, -170.124, 3431.58, -168.436
2109, 1800.00000, 3132.75, -170.563, 3226.21, -171.241, 3213.05, -169.464
2109, 2700.00000, 2969.59, -171.26, 3049.02, -171.958, 3041.8, -170.318
2110, 0.00000, 2882.41, -171.754, 2973.72, -172.552, 2964.36, -170.631
2110, 900.00000, 2744.56, -172.114, 2839.57, -172.495, 2809.3, -170.629
2110, 1800.00000, 2683.34, -172.12, 2745.6, -172.64, 2736.28, -171.254
2110, 2700.00000, 2637.79, -172.565, 2701.28, -173.035, 2689.03, -171.631
2111, 0.00000, 2565.38, -173.043, 2623.17, -173.651, 2618.55, -172.255
2111, 900.00000, 2478.53, -173.585, 2553.66, -174.029, 2533.81, -172.339
2111, 1800.00000, 2502.05, -173.424, 2580.66, -173.767, 2555.41, -172.072
2111, 2700.00000, 2435.46, -173.775, 2487.15, -174.252, 2479.43, -172.982
2112, 0.00000, 2401.95, -174.165, 2441.84, -174.526, 2435.36, -173.534
2112, 900.00000, 2184.32, -175.786, 2250.2, -175.699, 2215.08, -174.266
2112, 1800.00000, 2240.78, -175.357, 2300.68, -174.976, 2258.24, -173.848
2112, 2700.00000, 2124.39, -176.488, 2170.18, -176.262, 2140.3, -175.312
2113, 0.00000, 2106.7, -176.568, 2131.39, -176.467, 2115.91, -175.938
2113, 900.00000, 2058.05, -177.08, 2081.4, -177.146, 2071.89, -176.554
2113, 1800.00000, 2010.5, -177.418, 2037.54, -177.651, 2031.25, -176.875
2113, 2700.00000, 2036.81, -176.704, 2059.66, -177.54, 2074.18, -176.578
2114, 0.00000, 2083.37, -175.814, 2103.94, -177.124, 2135.04, -175.994
2114, 900.00000, 1959.73, -178.324, 2006.7, -178.283, 1982.41, -177.127
2114, 1800.00000, 1978.13, -178.082, 2031.32, -178.037, 2003.89, -176.742
2114, 2700.00000, 1989.23, -178.033, 2037.61, -177.925, 2010.56, -176.784
2115, 0.00000, 1954.46, -178.283, 2004.65, -178.267, 1979.56, -177.016
2115, 900.00000, 1994.5, -177.541, 2052.8, -177.843, 2033.51, -176.271
2115, 1800.00000, 2075.22, -176.68, 2130.3, -176.892, 2110.01, -175.492
2115, 2700.00000, 2040.67, -177.246, 2096.24, -177.518, 2077.52, -176.056
2116, 0.00000, 2050.56, -177.633, 2117.03, -177.742, 2088.01, -176.109
2116, 900.00000, 2177.18, -176.346, 2258.27, -176.662, 2229.43, -174.702
2116, 1800.00000, 2234.46, -175.973, 2331.82, -176.292, 2295.71, -174.031
2116, 2700.00000, 2333.41, -175.877, 2412.15, -175.949, 2376.34, -174.27
2117, 0.00000, 2423.23, -174.405, 2472.04, -175.438, 2486.14, -173.953
2117, 900.00000, 2580.49, -172.368, 2614.4, -173.926, 2658.53, -172.52
2117, 1800.00000, 2716.6, -171.843, 2784.78, -172.987, 2798.72, -171.213
2117, 2700.00000, 2668.66, -172.8, 2740.81, -173.539, 2735.63, -171.866
2118, 0.00000, 2684.67, -173.027, 2771.1, -173.395, 2744.06, -171.65
2118, 900.00000, 2799.03, -172.393, 2860.6, -172.331, 2827.7, -171.281
2118, 1800.00000, 2796.46, -172.042, 2830.62, -171.883, 2806.93, -171.358
2118, 2700.00000, 2941.4, -171.965, 2996.07, -171.528, 2949.48, -170.825
2119, 0.00000, 3002.99, -171.874, 3097.12, -171.621, 3039.51, -170.209
2119, 900.00000, 3087.95, -171.361, 3175.31, -171.521, 3140.11, -170.062
2119, 1800.00000, 3050.19, -171.145, 3099.45, -171.456, 3089.52, -170.511
2119, 2700.00000, 3186.68, -170.127, 3217.89, -170.816, 3235.69, -169.995
2120, 0.00000, 3133.97, -171.145, 3198.04, -172.052, 3209.77, -170.613
2120, 900.00000, 3248.54, -169.894, 3317.12, -171.653, 3370.21, -169.773
2120, 1800.00000, 3373.75, -169.338, 3479.06, -170.565, 3490.96, -168.464
2120, 2700.00000, 3367.52, -169.694, 3461.59, -169.959, 3429.2, -168.467
2121, 0.00000, 3464.24, -169.222, 3525.96, -169.242, 3496.56, -168.356
2121, 900.00000, 3460.83, -169.384, 3553.9, -169.354, 3506.71, -168.052
2121, 1800.00000, 3498.1, -170.093, 3638.97, -169.704, 3549.61, -167.925
2121, 2700.00000, 3539.69, -170.241, 3700.06, -169.62, 3588.56, -167.706
2122, 0.00000, 3631.66, -169.723, 3826.99, -169.348, 3712.08, -166.919
2122, 900.00000, 3655.05, -169.459, 3815.87, -169.413, 3735.42, -167.299
2122, 1800.00000, 3703.38, -168.954, 3828.87, -169.066, 3774.09, -167.361
2122, 2700.00000, 3738.27, -168.66, 3873.75, -169.023, 3828.7, -167.089
2123, 0.00000, 3790.43, -167.952, 3938.9, -168.491, 3898.2, -166.337
2123, 900.00000, 4068.09, -167.029, 4213.93, -167.71, 4185.47, -165.646
2123, 1800.00000, 4123.07, -166.737, 4205.98, -168.198, 4256.74, -166.508
2123, 2700.00000, 4136.27, -166.187, 4146.54, -168.364, 4276.89, -167.158
2124, 0.00000, 4126.31, -166.609, 4152.27, -168.024, 4227.58, -167.014
2124, 900.00000, 4144.7, -166.644, 4174.41, -168.184, 4256.1, -167.07
2124, 1800.00000, 4304.65, -166.126, 4394.73, -167.687, 4452.59, -165.91
2124, 2700.00000, 4262.34, -166.521, 4398.33, -167.33, 4384.75, -165.392
2125, 0.00000, 4277.6, -166.67, 4457.93, -167.122, 4400.31, -164.867
2125, 900.00000, 4248.44, -166.693, 4403.46, -167.366, 4371.96, -165.276
2125, 1800.00000, 4269.64, -166.643, 4425.22, -167.515, 4406.59, -165.335
2125, 2700.00000, 4376.81, -166.278, 4520.1, -167.118, 4506.52, -165.127
2126, 0.00000, 4485.28, -165.714, 4616.46, -166.715, 4620.87, -164.813
2126, 900.00000, 4525.82, -165.336, 4642.64, -166.845, 4689.45, -164.864
2126, 1800.00000, 4454.52, -165.806, 4572.11, -166.576, 4566.89, -164.918
2126, 2700.00000, 4551.98, -165.67, 4678.53, -166.244, 4656.54, -164.612
2127, 0.00000, 4550.13, -165.941, 4691.44, -166.741, 4678.17, -164.848
2127, 900.00000, 4734.02, -165.084, 4910.05, -166.279, 4911.24, -163.913
2127, 1800.00000, 4727.81, -164.984, 4904.62, -166.175, 4905.01, -163.801
2127, 2700.00000, 4622.57, -165.22, 4781.36, -166.369, 4785.31, -164.157
2128, 0.00000, 4571.3, -165.45, 4727.74, -166.387, 4717.18, -164.281
2128, 900.00000, 4617.78, -165.583, 4791.9, -166.29, 4757.36, -164.127
2128, 1800.00000, 4591.62, -165.826, 4764.51, -166.611, 4735.78, -164.414
2128, 2700.00000, 4445.55, -166.071, 4597.3, -166.781, 4571.76, -164.785
2129, 0.00000, 4556.52, -165.099, 4687.33, -166.276, 4705.2, -164.316
2129, 900.00000, 4490.02, -165.286, 4620.82, -166.577, 4645.38, -164.543
2129, 1800.00000, 4343.9, -166.28, 4511.06, -166.816, 4465.67, -164.695
2129, 2700.00000, 4246.69, -166.318, 4400.08, -166.863, 4360.98, -164.85
2130, 0.00000, 4184.23, -166.244, 4291.23, -166.92, 4281.95, -165.346
2130, 900.00000, 4228.31, -166.455, 4334.68, -166.994, 4317.35, -165.505
2130, 1800.00000, 4199.74, -166.263, 4309.52, -167.009, 4303.55, -165.375
2130, 2700.00000, 4150.48, -166.657, 4245.36, -167.466, 4249.93, -165.958
2131, 0.00000, 4026.64, -167.146, 4113.45, -167.877, 4115.59, -166.469
2131, 900.00000, 4123.22, -167.11, 4229.58, -167.596, 4208.05, -166.102
2131, 1800.00000, 4013.46, -167.626, 4133.38, -168.214, 4110.84, -166.476
2131, 2700.00000, 4113.07, -167.396, 4246.47, -168.229, 4233.82, -166.256
2132, 0.00000, 4017.57, -167.6, 4106.55, -168.565, 4121.86, -167.016
2132, 900.00000, 3922.15, -168.399, 3984.38, -169.158, 3998.91, -168.009
2132, 1800.00000, 3927.54, -167.923, 3983.42, -169.063, 4023.7, -167.808
2132, 2700.00000, 3703.02, -168.884, 3807.96, -169.54, 3793.74, -167.844
2133, 0.00000, 3529.39, -169.55, 3645.34, -169.939, 3609.84, -168.154
2133, 900.00000, 3360.04, -169.778, 3465.01, -170.124, 3431.58, -168.436
2133, 1800.00000, 3132.75, -170.563, 3226.21, -171.241, 3213.05, -169.464
2133, 2700.00000, 2969.59, -171.26, 3049.02, -171.958, 3041.8, -170.318
2134, 0.00000, 2882.41, -171.754, 2973.72, -172.552, 2964.36, -170.631
2134, 900.00000, 2744.56, -172.114, 2839.57, -172.495, 2809.3, -170.629
2134, 1800.00000, 2683.34, -172.12, 2745.6, -172.64, 2736.28, -171.254
2134, 2700.00000, 2637.79, -172.565, 2701.28, -173.035, 2689.03, -171.631
2135, 0.00000, 2565.38, -173.043, 2623.17, -173.651, 2618.55, -172.255
2135, 900.00000, 2478.53, -173.585, 2553.66, -174.029, 2533.81, -172.339
2135, 1800.00000, 2502.05, -173.424, 2580.66, -173.767, 2555.41, -172.072
2135, 2700.00000, 2435.46, -173.775, 2487.15, -174.252, 2479.43, -172.982
2136, 0.00000, 2401.95, -174.165, 2441.84, -174.526, 2435.36, -173.534
2136, 900.00000, 2184.32, -175.786, 2250.2, -175.699, 2215.08, -174.266
2136, 1800.00000, 2240.78, -175.357, 2300.68, -174.976, 2258.24, -173.848
2136, 2700.00000, 2124.39, -176.488, 2170.18, -176.262, 2140.3, -175.312
2137, 0.00000, 2106.7, -176.568, 2131.39, -176.467, 2115.91, -175.938
2137, 900.00000, 2058.05, -177.08, 2081.4, -177.146, 2071.89, -176.554
2137, 1800.00000, 2010.5, -177.418, 2037.54, -177.651, 2031.25, -176.875
2137, 2700.00000, 2036.81, -176.704, 2059.66, -177.54, 2074.18, -176.578
2138, 0.00000, 2083.37, -175.814, 2103.94, -177.124, 2135.04, -175.994
2138, 900.00000, 1959.73, -178.324, 2006.7, -178.283, 1982.41, -177.127
2138, 1800.00000, 1978.13, -178.082, 2031.32, -178.037, 2003.89, -176.742
2138, 2700.00000, 1989.23, -178.033, 2037.61, -177.925, 2010.56, -176.784
2139, 0.00000, 1954.46, -178.283, 2004.65, -178.267, 1979.56, -177.016
2139, 900.00000, 1994.5, -177.541, 2052.8, -177.843, 2033.51, -176.271
2139, 1800.00000, 2075.22, -176.68, 2130.3, -176.892, 2110.01, -175.492
2139, 2700.00000, 2040.67, -177.246, 2096.24, -177.518, 2077.52, -176.056
2140, 0.00000, 2050.56, -177.633, 2117.03, -177.742, 2088.01, -176.109
2140, 900.00000, 2177.18, -176.346, 2258.27, -176.662, 2229.43, -174.702
2140, 1800.00000, 2234.46, -175.973, 2331.82, -176.292, 2295.71, -174.031
2140, 2700.00000, 2333.41, -175.877, 2412.15, -175.949, 2376.34, -174.27
2141, 0.00000, 2423.23, -174.405, 2472.04, -175.438, 2486.14, -173.953
2141, 900.00000, 2580.49, -172.368, 2614.4, -173.926, 2658.53, -172.52
2141, 1800.00000, 2716.6, -171.843, 2784.78, -172.987, 2798.72, -171.213
2141, 2700.00000, 2668.66, -172.8, 2740.81, -173.539, 2735.63, -171.866
2142, 0.00000, 2684.67, -173.027, 2771.1, -173.395, 2744.06, -171.65
2142, 900.00000, 2799.03, -172.393, 2860.6, -172.331, 2827.7, -171.281
2142, 1800.00000, 2796.46, -172.042, 2830.62, -171.883, 2806.93, -171.358
2142, 2700.00000, 2941.4, -171.965, 2996.07, -171.528, 2949.48, -170.825
2143, 0.00000, 3002.99, -171.874, 3097.12, -171.621, 3039.51, -170.209
2143, 900.00000, 3087.95, -171.361, 3175.31, -171.521, 3140.11, -170.062
2143, 1800.00000, 3050.19, -171.145, 3099.45, -171.456, 3089.52, -170.511
2143, 2700.00000, 3186.68, -170.127, 3217.89, -170.816, 3235.69, -169.995
2144, 0.00000, 3133.97, -171.145, 3198.04, -172.052, 3209.77, -170.613
2144, 900.00000, 3248.54, -169.894, 3317.12, -171.653, 3370.21, -169.773
2144, 1800.00000, 3373.75, -169.338, 3479.06, -170.565, 3490.96, -168.464
2144, 2700.00000, 3367.52, -169.694, 3461.59, -169.959, 3429.2, -168.467
2145, 0.00000, 3464.24, -169.222, 3525.96, -169.242, 3496.56, -168.356
2145, 900.00000, 3460.83, -169.384, 3553.9, -169.354, 3506.71, -168.052
2145, 1800.00000, 3498.1, -170.093, 3638.97, -169.704, 3549.61, -167.925
2145, 2700.00000, 3539.69, -170.241, 3700.06, -169.62, 3588.56, -167.706
2146, 0.00000, 3631.66, -169.723, 3826.99, -169.348, 3712.08, -166.919
2146, 900.00000, 3655.05, -169.459, 3815.87, -169.413, 3735.42, -167.299
2146, 1800.00000, 3703.38, -168.954, 3828.87, -169.066, 3774.09, -167.361
2146, 2700.00000, 3738.27, -168.66, 3873.75, -169.023, 3828.7, -167.089
2147, 0.00000, 3790.43, -167.952, 3938.9, -168.491, 3898.2, -166.337
2147, 900.00000, 4068.09, -167.029, 4213.93, -167.71, 4185.47, -165.646
2147, 1800.00000, 4123.07, -166.737, 4205.98, -168.198, 4256.74, -166.508
2147, 2700.00000, 4136.27, -166.187, 4146.54, -168.364, 4276.89, -167.158
2148, 0.00000, 4126.31, -166.609, 4152.27, -168.024, 4227.58, -167.014
2148, 900.00000, 4144.7, -166.644, 4174.41, -168.184, 4256.1, -167.07
2148, 1800.00000, 4304.65, -166.126, 4394.73, -167.687, 4452.59, -165.91
2148, 2700.00000, 4262.34, -166.521, 4398.33, -167.33, 4384.75, -165.392
2149, 0.00000, 4277.6, -166.67, 4457.93, -167.122, 4400.31, -164.867
2149, 900.00000, 4248.44, -166.693, 4403.46, -167.366, 4371.96, -165.276
2149, 1800.00000, 4269.64, -166.643, 4425.22, -167.515, 4406.59, -165.335
2149, 2700.00000, 4376.81, -166.278, 4520.1, -167.118, 4506.52, -165.127
2150, 0.00000, 4485.28, -165.714, 4616.46, -166.715, 4620.87, -164.813
2150, 900.00000, 4525.82, -165.336, 4642.64, -166.845, 4689.45, -164.864
2150, 1800.00000, 4454.52, -165.806, 4572.11, -166.576, 4566.89, -164.918
2150, 2700.00000, 4551.98, -165.67, 4678.53, -166.244, 4656.54, -164.612
2151, 0.00000, 4550.13, -165.941, 4691.44, -166.741, 4678.17, -164.848
2151, 900.00000, 4734.02, -165.084, 4910.05, -166.279, 4911.24, -163.913
2151, 1800.00000, 4727.81, -164.984, 4904.62, -166.175, 4905.01, -163.801
2151, 2700.00000, 4622.57, -165.22, 4781.36, -166.369, 4785.31, -164.157
2152, 0.00000, 4571.3, -165.45, 4727.74, -166.387, 4717.18, -164.281
2152, 900.00000, 4617.78, -165.583, 4791.9, -166.29, 4757.36, -164.127
2152, 1800.00000, 4591.62, -165.826, 4764.51, -166.611, 4735.78, -164.414
2152, 2700.00000, 4445.55, -166.071, 4597.3, -166.781, 4571.76, -164.785
2153, 0.00000, 4556.52, -165.099, 4687.33, -166.276, 4705.2, -164.316
2153, 900.00000, 4490.02, -165.286, 4620.82, -166.577, 4645.38, -164.543
2153, 1800.00000, 4343.9, -166.28, 4511.06, -166.816, 4465.67, -164.695
2153, 2700.00000, 4246.69, -166.318, 4400.08, -166.863, 4360.98, -164.85
2154, 0.00000, 4184.23, -166.244, 4291.23, -166.92, 4281.95, -165.346
2154, 900.00000, 4228.31, -166.455, 4334.68, -166.994, 4317.35, -165.505
2154, 1800.00000, 4199.74, -166.263, 4309.52, -167.009, 4303.55, -165.375
2154, 2700.00000, 4150.48, -166.657, 4245.36, -167.466, 4249.93, -165.958
2155, 0.00000, 4026.64, -167.146, 4113.45, -167.877, 4115.59, -166.469
2155, 900.00000, 4123.22, -167.11, 4229.58, -167.596, 4208.05, -166.102
2155, 1800.00000, 4013.46, -167.626, 4133.38, -168.214, 4110.84, -166.476
2155, 2700.00000, 4113.07, -167.396, 4246.47, -168.229, 4233.82, -166.256
2156, 0.00000, 4017.57, -167.6, 4106.55, -168.565, 4121.86, -167.016
2156, 900.00000, 3922.15, -168.399, 3984.38, -169.158, 3998.91, -168.009
2156, 1800.00000, 3927.54, -167.923, 3983.42, -169.063, 4023.7, -167.808
