hour,t(sec),"S1 (kVA)",Ang1,"S2 (kVA)",Ang2,"S3 (kVA)",Ang3
3377, 900.00000, 4490.02, -165.286, 4620.82, -166.577, 4645.38, -164.543
3377, 1800.00000, 4343.9, -166.28, 4511.06, -166.816, 4465.67, -164.695
3377, 2700.00000, 4246.69, -166.318, 4400.08, -166.863, 4360.98, -164.85
3378, 0.00000, 4184.23, -166.244, 4291.23, -166.92, 4281.95, -165.346
3378, 900.00000, 4228.31, -166.455, 4334.68, -166.994, 4317.35, -165.505
3378, 1800.00000, 4199.74, -166.263, 4309.52, -167.009, 4303.55, -165.375
3378, 2700.00000, 4150.48, -166.657, 4245.36, -167.466, 4249.93, -165.958
3379, 0.00000, 4026.64, -167.146, 4113.45, -167.877, 4115.59, -166.469
3379, 900.00000, 4123.22, -167.11, 4229.58, -167.596, 4208.05, -166.102
3379, 1800.00000, 4013.46, -167.626, 4133.38, -168.214, 4110.84, -166.476
3379, 2700.00000, 4113.07, -167.396, 4246.47, -168.229, 4233.82, -166.256
3380, 0.00000, 4017.57, -167.6, 4106.55, -168.565, 4121.86, -167.016
3380, 900.00000, 3922.15, -168.399, 3984.38, -169.158, 3998.91, -168.009
3380, 1800.00000, 3927.54, -167.923, 3983.42, -169.063, 4023.7, -167.808
3380, 2700.00000, 3703.02, -168.884, 3807.96, -169.54, 3793.74, -167.844
3381, 0.00000, 3529.39, -169.55, 3645.34, -169.939, 3609.84, -168.154
3381, 900.00000, 3360.04, -169.778, 3465.01, -170.124, 3431.58, -168.436
3381, 1800.00000, 3132.75, -170.563, 3226.21, -171.241, 3213.05, -169.464
3381, 2700.00000, 2969.59, -171.26, 3049.02, -171.958, 3041.8, -170.318
3382, 0.00000, 2882.41, -171.754, 2973.72, -172.552, 2964.36, -170.631
3382, 900.00000, 2744.56, -172.114, 2839.57, -172.495, 2809.3, -170.629
3382, 1800.00000, 2683.34, -172.12, 2745.6, -172.64, 2736.28, -171.254
3382, 2700.00000, 2637.79, -172.565, 2701.28, -173.035, 2689.03, -171.631
3383, 0.00000, 2565.38, -173.043, 2623.17, -173.651, 2618.55, -172.255
3383, 900.00000, 2478.53, -173.585, 2553.66, -174.029, 2533.81, -172.339
3383, 1800.00000, 2502.05, -173.424, 2580.66, -173.767, 2555.41, -172.072
3383, 2700.00000, 2435.46, -173.775, 2487.15, -174.252, 2479.43, -172.982
3384, 0.00000, 2401.95, -174.165, 2441.84, -174.526, 2435.36, -173.534
3384, 900.00000, 2184.32, -175.786, 2250.2, -175.699, 2215.08, -174.266
3384, 1800.00000, 2240.78, -175.357, 2300.68, -174.976, 2258.24, -173.848
3384, 2700.00000, 2124.39, -176.488, 2170.18, -176.262, 2140.3, -175.312
3385, 0.00000, 2106.7, -176.568, 2131.39, -176.467, 2115.91, -175.938
3385, 900.00000, 2058.05, -177.08, 2081.4, -177.146, 2071.89, -176.554
3385, 1800.00000, 2010.5, -177.418, 2037.54, -177.651, 2031.25, -176.875
3385, 2700.00000, 2036.81, -176.704, 2059.66, -177.54, 2074.18, -176.578
3386, 0.00000, 2083.37, -175.814, 2103.94, -177.124, 2135.04, -175.994
3386, 900.00000, 1959.73, -178.324, 2006.7, -178.283, 1982.41, -177.127
3386, 1800.00000, 1978.13, -178.082, 2031.32, -178.037, 2003.89, -176.742
3386, 2700.00000, 1989.23, -178.033, 2037.61, -177.925, 2010.56, -176.784
3387, 0.00000, 1954.46, -178.283, 2004.65, -178.267, 1979.56, -177.016
3387, 900.00000, 1994.5, -177.541, 2052.8, -177.843, 2033.51, -176.271
3387, 1800.00000, 2075.22, -176.68, 2130.3, -176.892, 2110.01, -175.492
3387, 2700.00000, 2040.67, -177.246, 2096.24, -177.518, 2077.52, -176.056
3388, 0.00000, 2050.56, -177.633, 2117.03, -177.742, 2088.01, -176.109
3388, 900.00000, 2177.18, -176.346, 2258.27, -176.662, 2229.43, -174.702
3388, 1800.00000, 2234.46, -175.973, 2331.82, -176.292, 2295.71, -174.031
3388, 2700.00000, 2333.41, -175.877, 2412.15, -175.949, 2376.34, -174.27
3389, 0.00000, 2423.23, -174.405, 2472.04, -175.438, 2486.14, -173.953
3389, 900.00000, 2580.49, -172.368, 2614.4, -173.926, 2658.53, -172.52
3389, 1800.00000, 2716.6, -171.843, 2784.78, -172.987, 2798.72, -171.213
3389, 2700.00000, 2668.66, -172.8, 2740.81, -173.539, 2735.63, -171.866
3390, 0.00000, 2684.67, -173.027, 2771.1, -173.395, 2744.06, -171.65
3390, 900.00000, 2799.03, -172.393, 2860.6, -172.331, 2827.7, -171.281
3390, 1800.00000, 2796.46, -172.042, 2830.62, -171.883, 2806.93, -171.358
3390, 2700.00000, 2941.4, -171.965, 2996.07, -171.528, 2949.48, -170.825
3391, 0.00000, 3002.99, -171.874, 3097.12, -171.621, 3039.51, -170.209
3391, 900.00000, 3087.95, -171.361, 3175.31, -171.521, 3140.11, -170.062
3391, 1800.00000, 3050.19, -171.145, 3099.45, -171.456, 3089.52, -170.511
3391, 2700.00000, 3186.68, -170.127, 3217.89, -170.816, 3235.69, -169.995
3392, 0.00000, 3133.97, -171.145, 3198.04, -172.052, 3209.77, -170.613
3392, 900.00000, 3248.54, -169.894, 3317.12, -171.653, 3370.21, -169.773
3392, 1800.00000, 3373.75, -169.338, 3479.06, -170.565, 3490.96, -168.464
3392, 2700.00000, 3367.52, -169.694, 3461.59, -169.959, 3429.2, -168.467
3393, 0.00000, 3464.24, -169.222, 3525.96, -169.242, 3496.56, -168.356
3393, 900.00000, 3460.83, -169.384, 3553.9, -169.354, 3506.71, -168.052
3393, 1800.00000, 3498.1, -170.093, 3638.97, -169.704, 3549.61, -167.925
3393, 2700.00000, 3539.69, -170.241, 3700.06, -169.62, 3588.56, -167.706
3394, 0.00000, 3631.66, -169.723, 3826.99, -169.348, 3712.08, -166.919
3394, 900.00000, 3655.05, -169.459, 3815.87, -169.413, 3735.42, -167.299
3394, 1800.00000, 3703.38, -168.954, 3828.87, -169.066, 3774.09, -167.361
3394, 2700.00000, 3738.27, -168.66, 3873.75, -169.023, 3828.7, -167.089
3395, 0.00000, 3790.43, -167.952, 3938.9, -168.491, 3898.2, -166.337
3395, 900.00000, 4068.09, -167.029, 4213.93, -167.71, 4185.47, -165.646
3395, 1800.00000, 4123.07, -166.737, 4205.98, -168.198, 4256.74, -166.508
3395, 2700.00000, 4136.27, -166.187, 4146.54, -168.364, 4276.89, -167.158
3396, 0.00000, 4126.31, -166.609, 4152.27, -168.024, 4227.58, -167.014
3396, 900.00000, 4144.7, -166.644, 4174.41, -168.184, 4256.1, -167.07
3396, 1800.00000, 4304.65, -166.126, 4394.73, -167.687, 4452.59, -165.91
3396, 2700.00000, 4262.34, -166.521, 4398.33, -167.33, 4384.75, -165.392
3397, 0.00000, 4277.6, -166.67, 4457.93, -167.122, 4400.31, -164.867
3397, 900.00000, 4248.44, -166.693, 4403.46, -167.366, 4371.96, -165.276
3397, 1800.00000, 4269.64, -166.643, 4425.22, -167.515, 4406.59, -165.335
3397, 2700.00000, 4376.81, -166.278, 4520.1, -167.118, 4506.52, -165.127
3398, 0.00000, 4485.28, -165.714, 4616.46, -166.715, 4620.87, -164.813
3398, 900.00000, 4525.82, -165.336, 4642.64, -166.845, 4689.45, -164.864
3398, 1800.00000, 4454.52, -165.806, 4572.11, -166.576, 4566.89, -164.918
3398, 2700.00000, 4551.98, -165.67, 4678.53, -166.244, 4656.54, -164.612
3399, 0.00000, 4550.13, -165.941, 4691.44, -166.741, 4678.17, -164.848
3399, 900.00000, 4734.02, -165.084, 4910.05, -166.279, 4911.24, -163.913
3399, 1800.00000, 4727.81, -164.984, 4904.62, -166.175, 4905.01, -163.801
3399, 2700.00000, 4622.57, -165.22, 4781.36, -166.369, 4785.31, -164.157
3400, 0.00000, 4571.3, -165.45, 4727.74, -166.387, 4717.18, -164.281
3400, 900.00000, 4617.78, -165.583, 4791.9, -166.29, 4757.36, -164.127
3400, 1800.00000, 4591.62, -165.826, 4764.51, -166.611, 4735.78, -164.414
3400, 2700.00000, 4445.55, -166.071, 4597.3, -166.781, 4571.76, -164.785
3401, 0.00000, 4556.52, -165.099, 4687.33, -166.276, 4705.2, -164.316
3401, 900.00000, 4490.02, -165.286, 4620.82, -166.577, 4645.38, -164.543
3401, 1800.00000, 4343.9, -166.28, 4511.06, -166.816, 4465.67, -164.695
3401, 2700.00000, 4246.69, -166.318, 4400.08, -166.863, 4360.98, -164.85
3402, 0.00000, 4184.23, -166.244, 4291.23, -166.92, 4281.95, -165.346
3402, 900.00000, 4228.31, -166.455, 4334.68, -166.994, 4317.35, -165.505
3402, 1800.00000, 4199.74, -166.263, 4309.52, -167.009, 4303.55, -165.375
3402, 2700.00000, 4150.48, -166.657, 4245.36, -167.466, 4249.93, -165.958
3403, 0.00000, 4026.64, -167.146, 4113.45, -167.877, 4115.59, -166.469
3403, 900.00000, 4123.22, -167.11, 4229.58, -167.596, 4208.05, -166.102
3403, 1800.00000, 4013.46, -167.626, 4133.38, -168.214, 4110.84, -166.476
3403, 2700.00000, 4113.07, -167.396, 4246.47, -168.229, 4233.82, -166.256
3404, 0.00000, 4017.57, -167.6, 4106.55, -168.565, 4121.86, -167.016
3404, 900.00000, 3922.15, -168.399, 3984.38, -169.158, 3998.91, -168.009
3404, 1800.00000, 3927.54, -167.923, 3983.42, -169.063, 4023.7, -167.808
3404, 2700.00000, 3703.02, -168.884, 3807.96, -169.54, 3793.74, -167.844
3405, 0.00000, 3529.39, -169.55, 3645.34, -169.939, 3609.84, -168.154
3405, 900.00000, 3360.04, -169.778, 3465.01, -170.124, 3431.58, -168.436
3405, 1800.00000, 3132.75, -170.563, 3226.21, -171.241, 3213.05, -169.464
3405, 2700.00000, 2969.59, -171.26, 3049.02, -171.958, 3041.8, -170.318
3406, 0.00000, 2882.41, -171.754, 2973.72, -172.552, 2964.36, -170.631
3406, 900.00000, 2744.56, -172.114, 2839.57, -172.495, 2809.3, -170.629
3406, 1800.00000, 2683.34, -172.12, 2745.6, -172.64, 2736.28, -171.254
3406, 2700.00000, 2637.79, -172.565, 2701.28, -173.035, 2689.03, -171.631
3407, 0.00000, 2565.38, -173.043, 2623.17, -173.651, 2618.55, -172.255
3407, 900.00000, 2478.53, -173.585, 2553.66, -174.029, 2533.81, -172.339
3407, 1800.00000, 2502.05, -173.424, 2580.66, -173.767, 2555.41, -172.072
3407, 2700.00000, 2435.46, -173.775, 2487.15, -174.252, 2479.43, -172.982
3408, 0.00000, 2401.95, -174.165, 2441.84, -174.526, 2435.36, -173.534
3408, 900.00000, 2184.32, -175.786, 2250.2, -175.699, 2215.08, -174.266
3408, 1800.00000, 2240.78, -175.357, 2300.68, -174.976, 2258.24, -173.848
3408, 2700.00000, 2124.39, -176.488, 2170.18, -176.262, 2140.3, -175.312
3409, 0.00000, 2106.7, -176.568, 2131.39, -176.467, 2115.91, -175.938
3409, 900.00000, 2058.05, -177.08, 2081.4, -177.146, 2071.89, -176.554
3409, 1800.00000, 2010.5, -177.418, 2037.54, -177.651, 2031.25, -176.875
3409, 2700.00000, 2036.81, -176.704, 2059.66, -177.54, 2074.18, -176.578
3410, 0.00000, 2083.37, -175.814, 2103.94, -177.124, 2135.04, -175.994
3410, 900.00000, 1959.73, -178.324, 2006.7, -178.283, 1982.41, -177.127
3410, 1800.00000, 1978.13, -178.082, 2031.32, -178.037, 2003.89, -176.742
3410, 2700.00000, 1989.23, -178.033, 2037.61, -177.925, 2010.56, -176.784
3411, 0.00000, 1954.46, -178.283, 2004.65, -178.267, 1979.56, -177.016
3411, 900.00000, 1994.5, -177.541, 2052.8, -177.843, 2033.51, -176.271
3411, 1800.00000, 2075.22, -176.68, 2130.3, -176.892, 2110.01, -175.492
3411, 2700.00000, 2040.67, -177.246, 2096.24, -177.518, 2077.52, -176.056
3412, 0.00000, 2050.56, -177.633, 2117.03, -177.742, 2088.01, -176.109
3412, 900.00000, 2177.18, -176.346, 2258.27, -176.662, 2229.43, -174.702
3412, 1800.00000, 2234.46, -175.973, 2331.82, -176.292, 2295.71, -174.031
3412, 2700.00000, 2333.41, -175.877, 2412.15, -175.949, 2376.34, -174.27
3413, 0.00000, 2423.23, -174.405, 2472.04, -175.438, 2486.14, -173.953
3413, 900.00000, 2580.49, -172.368, 2614.4, -173.926, 2658.53, -172.52
3413, 1800.00000, 2716.6, -171.843, 2784.78, -172.987, 2798.72, -171.213
3413, 2700.00000, 2668.66, -172.8, 2740.81, -173.539, 2735.63, -171.866
3414, 0.00000, 2684.67, -173.027, 2771.1, -173.395, 2744.06, -171.65
3414, 900.00000, 2799.03, -172.393, 2860.6, -172.331, 2827.7, -171.281
3414, 1800.00000, 2796.46, -172.042, 2830.62, -171.883, 2806.93, -171.358
3414, 2700.00000, 2941.4, -171.965, 2996.07, -171.528, 2949.48, -170.825
3415, 0.00000, 3002.99, -171.874, 3097.12, -171.621, 3039.51, -170.209
3415, 900.00000, 3087.95, -171.361, 3175.31, -171.521, 3140.11, -170.062
3415, 1800.00000, 3050.19, -171.145, 3099.45, -171.456, 3089.52, -170.511
3415, 2700.00000, 3186.68, -170.127, 3217.89, -170.816, 3235.69, -169.995
3416, 0.00000, 3133.97, -171.145, 3198.04, -172.052, 3209.77, -170.613
3416, 900.00000, 3248.54, -169.894, 3317.12, -171.653, 3370.21, -169.773
3416, 1800.00000, 3373.75, -169.338, 3479.06, -170.565, 3490.96, -168.464
3416, 2700.00000, 3367.52, -169.694, 3461.59, -169.959, 3429.2, -168.467
3417, 0.00000, 3464.24, -169.222, 3525.96, -169.242, 3496.56, -168.356
3417, 900.00000, 3460.83, -169.384, 3553.9, -169.354, 3506.71, -168.052
3417, 1800.00000, 3498.1, -170.093, 3638.97, -169.704, 3549.61, -167.925
3417, 2700.00000, 3539.69, -170.241, 3700.06, -169.62, 3588.56, -167.706
3418, 0.00000, 3631.66, -169.723, 3826.99, -169.348, 3712.08, -166.919
3418, 900.00000, 3655.05, -169.459, 3815.87, -169.413, 3735.42, -167.299
3418, 1800.00000, 3703.38, -168.954, 3828.87, -169.066, 3774.09, -167.361
3418, 2700.00000, 3738.27, -168.66, 3873.75, -169.023, 3828.7, -167.089
3419, 0.00000, 3790.43, -167.952, 3938.9, -168.491, 3898.2, -166.337
3419, 900.00000, 4068.09, -167.029, 4213.93, -167.71, 4185.47, -165.646
3419, 1800.00000, 4123.07, -166.737, 4205.98, -168.198, 4256.74, -166.508
3419, 2700.00000, 4136.27, -166.187, 4146.54, -168.364, 4276.89, -167.158
3420, 0.00000, 4126.31, -166.609, 4152.27, -168.024, 4227.58, -167.014
3420, 900.00000, 4144.7, -166.644, 4174.41, -168.184, 4256.1, -167.07
3420, 1800.00000, 4304.65, -166.126, 4394.73, -167.687, 4452.59, -165.91
3420, 2700.00000, 4262.34, -166.521, 4398.33, -167.33, 4384.75, -165.392
3421, 0.00000, 4277.6, -166.67, 4457.93, -167.122, 4400.31, -164.867
3421, 900.00000, 4248.44, -166.693, 4403.46, -167.366, 4371.96, -165.276
3421, 1800.00000, 4269.64, -166.643, 4425.22, -167.515, 4406.59, -165.335
3421, 2700.00000, 4376.81, -166.278, 4520.1, -167.118, 4506.52, -165.127
3422, 0.00000, 4485.28, -165.714, 4616.46, -166.715, 4620.87, -164.813
3422, 900.00000, 4525.82, -165.336, 4642.64, -166.845, 4689.45, -164.864
3422, 1800.00000, 4454.52, -165.806, 4572.11, -166.576, 4566.89, -164.918
3422, 2700.00000, 4551.98, -165.67, 4678.53, -166.244, 4656.54, -164.612
3423, 0.00000, 4550.13, -165.941, 4691.44, -166.741, 4678.17, -164.848
3423, 900.00000, 4734.02, -165.084, 4910.05, -166.279, 4911.24, -163.913
3423, 1800.00000, 4727.81, -164.984, 4904.62, -166.175, 4905.01, -163.801
3423, 2700.00000, 4622.57, -165.22, 4781.36, -166.369, 4785.31, -164.157
3424, 0.00000, 4571.3, -165.45, 4727.74, -166.387, 4717.18, -164.281
3424, 900.00000, 4617.78, -165.583, 4791.9, -166.29, 4757.36, -164.127
3424, 1800.00000, 4591.62, -165.826, 4764.51, -166.611, 4735.78, -164.414
3424, 2700.00000, 4445.55, -166.071, 4597.3, -166.781, 4571.76, -164.785
3425, 0.00000, 4556.52, -165.099, 4687.33, -166.276, 4705.2, -164.316
3425, 900.00000, 4490.02, -165.286, 4620.82, -166.577, 4645.38, -164.543
3425, 1800.00000, 4343.9, -166.28, 4511.06, -166.816, 4465.67, -164.695
3425, 2700.00000, 4246.69, -166.318, 4400.08, -166.863, 4360.98, -164.85
3426, 0.00000, 4184.23, -166.244, 4291.23, -166.92, 4281.95, -165.346
3426, 900.00000, 4228.31, -166.455, 4334.68, -166.994, 4317.35, -165.505
3426, 1800.00000, 4199.74, -166.263, 4309.52, -167.009, 4303.55, -165.375
3426, 2700.00000, 4150.48, -166.657, 4245.36, -167.466, 4249.93, -165.958
3427, 0.00000, 4026.64, -167.146, 4113.45, -167.877, 4115.59, -166.469
3427, 900.00000, 4123.22, -167.11, 4229.58, -167.596, 4208.05, -166.102
3427, 1800.00000, 4013.46, -167.626, 4133.38, -168.214, 4110.84, -166.476
3427, 2700.00000, 4113.07, -167.396, 4246.47, -168.229, 4233.82, -166.256
3428, 0.00000, 4017.57, -167.6, 4106.55, -168.565, 4121.86, -167.016
3428, 900.00000, 3922.15, -168.399, 3984.38, -169.158, 3998.91, -168.009
3428, 1800.00000, 3927.54, -167.923, 3983.42, -169.063, 4023.7, -167.808
3428, 2700.00000, 3703.02, -168.884, 3807.96, -169.54, 3793.74, -167.844
3429, 0.00000, 3529.39, -169.55, 3645.34, -169.939, 3609.84, -168.154
3429, 900.00000, 3360.04, -169.778, 3465.01, -170.124, 3431.58, -168.436
3429, 1800.00000, 3132.75, -170.563, 3226.21, -171.241, 3213.05, -169.464
3429, 2700.00000, 2969.59, -171.26, 3049.02, -171.958, 3041.8, -170.318
3430, 0.00000, 2882.41, -171.754, 2973.72, -172.552, 2964.36, -170.631
3430, 900.00000, 2744.56, -172.114, 2839.57, -172.495, 2809.3, -170.629
3430, 1800.00000, 2683.34, -172.12, 2745.6, -172.64, 2736.28, -171.254
3430, 2700.00000, 2637.79, -172.565, 2701.28, -173.035, 2689.03, -171.631
3431, 0.00000, 2565.38, -173.043, 2623.17, -173.651, 2618.55, -172.255
3431, 900.00000, 2478.53, -173.585, 2553.66, -174.029, 2533.81, -172.339
3431, 1800.00000, 2502.05, -173.424, 2580.66, -173.767, 2555.41, -172.072
3431, 2700.00000, 2435.46, -173.775, 2487.15, -174.252, 2479.43, -172.982
3432, 0.00000, 2401.95, -174.165, 2441.84, -174.526, 2435.36, -173.534
3432, 900.00000, 2184.32, -175.786, 2250.2, -175.699, 2215.08, -174.266
3432, 1800.00000, 2240.78, -175.357, 2300.68, -174.976, 2258.24, -173.848
3432, 2700.00000, 2124.39, -176.488, 2170.18, -176.262, 2140.3, -175.312
3433, 0.00000, 2106.7, -176.568, 2131.39, -176.467, 2115.91, -175.938
3433, 900.00000, 2058.05, -177.08, 2081.4, -177.146, 2071.89, -176.554
3433, 1800.00000, 2010.5, -177.418, 2037.54, -177.651, 2031.25, -176.875
3433, 2700.00000, 2036.81, -176.704, 2059.66, -177.54, 2074.18, -176.578
3434, 0.00000, 2083.37, -175.814, 2103.94, -177.124, 2135.04, -175.994
3434, 900.00000, 1959.73, -178.324, 2006.7, -178.283, 1982.41, -177.127
3434, 1800.00000, 1978.13, -178.082, 2031.32, -178.037, 2003.89, -176.742
3434, 2700.00000, 1989.23, -178.033, 2037.61, -177.925, 2010.56, -176.784
3435, 0.00000, 1954.46, -178.283, 2004.65, -178.267, 1979.56, -177.016
3435, 900.00000, 1994.5, -177.541, 2052.8, -177.843, 2033.51, -176.271
3435, 1800.00000, 2075.22, -176.68, 2130.3, -176.892, 2110.01, -175.492
3435, 2700.00000, 2040.67, -177.246, 2096.24, -177.518, 2077.52, -176.056
3436, 0.00000, 2050.56, -177.633, 2117.03, -177.742, 2088.01, -176.109
3436, 900.00000, 2177.18, -176.346, 2258.27, -176.662, 2229.43, -174.702
3436, 1800.00000, 2234.46, -175.973, 2331.82, -176.292, 2295.71, -174.031
3436, 2700.00000, 2333.41, -175.877, 2412.15, -175.949, 2376.34, -174.27
3437, 0.00000, 2423.23, -174.405, 2472.04, -175.438, 2486.14, -173.953
3437, 900.00000, 2580.49, -172.368, 2614.4, -173.926, 2658.53, -172.52
3437, 1800.00000, 2716.6, -171.843, 2784.78, -172.987, 2798.72, -171.213
3437, 2700.00000, 2668.66, -172.8, 2740.81, -173.539, 2735.63, -171.866
3438, 0.00000, 2684.67, -173.027, 2771.1, -173.395, 2744.06, -171.65
3438, 900.00000, 2799.03, -172.393, 2860.6, -172.331, 2827.7, -171.281
3438, 1800.00000, 2796.46, -172.042, 2830.62, -171.883, 2806.93, -171.358
3438, 2700.00000, 2941.4, -171.965, 2996.07, -171.528, 2949.48, -170.825
3439, 0.00000, 3002.99, -171.874, 3097.12, -171.621, 3039.51, -170.209
3439, 900.00000, 3087.95, -171.361, 3175.31, -171.521, 3140.11, -170.062
3439, 1800.00000, 3050.19, -171.145, 3099.45, -171.456, 3089.52, -170.511
3439, 2700.00000, 3186.68, -170.127, 3217.89, -170.816, 3235.69, -169.995
3440, 0.00000, 3133.97, -171.145, 3198.04, -172.052, 3209.77, -170.613
3440, 900.00000, 3248.54, -169.894, 3317.12, -171.653, 3370.21, -169.773
3440, 1800.00000, 3373.75, -169.338, 3479.06, -170.565, 3490.96, -168.464
3440, 2700.00000, 3367.52, -169.694, 3461.59, -169.959, 3429.2, -168.467
3441, 0.00000, 3464.24, -169.222, 3525.96, -169.242, 3496.56, -168.356
3441, 900.00000, 3460.83, -169.384, 3553.9, -169.354, 3506.71, -168.052
3441, 1800.00000, 3498.1, -170.093, 3638.97, -169.704, 3549.61, -167.925
3441, 2700.00000, 3539.69, -170.241, 3700.06, -169.62, 3588.56, -167.706
3442, 0.00000, 3631.66, -169.723, 3826.99, -169.348, 3712.08, -166.919
3442, 900.00000, 3655.05, -169.459, 3815.87, -169.413, 3735.42, -167.299
3442, 1800.00000, 3703.38, -168.954, 3828.87, -169.066, 3774.09, -167.361
3442, 2700.00000, 3738.27, -168.66, 3873.75, -169.023, 3828.7, -167.089
3443, 0.00000, 3790.43, -167.952, 3938.9, -168.491, 3898.2, -166.337
3443, 900.00000, 4068.09, -167.029, 4213.93, -167.71, 4185.47, -165.646
3443, 1800.00000, 4123.07, -166.737, 4205.98, -168.198, 4256.74, -166.508
3443, 2700.00000, 4136.27, -166.187, 4146.54, -168.364, 4276.89, -167.158
3444, 0.00000, 4126.31, -166.609, 4152.27, -168.024, 4227.58, -167.014
3444, 900.00000, 4144.7, -166.644, 4174.41, -168.184, 4256.1, -167.07
3444, 1800.00000, 4304.65, -166.126, 4394.73, -167.687, 4452.59, -165.91
3444, 2700.00000, 4262.34, -166.521, 4398.33, -167.33, 4384.75, -165.392
3445, 0.00000, 4277.6, -166.67, 4457.93, -167.122, 4400.31, -164.867
3445, 900.00000, 4248.44, -166.693, 4403.46, -167.366, 4371.96, -165.276
3445, 1800.00000, 4269.64, -166.643, 4425.22, -167.515, 4406.59, -165.335
3445, 2700.00000, 4376.81, -166.278, 4520.1, -167.118, 4506.52, -165.127
3446, 0.00000, 4485.28, -165.714, 4616.46, -166.715, 4620.87, -164.813
3446, 900.00000, 4525.82, -165.336, 4642.64, -166.845, 4689.45, -164.864
3446, 1800.00000, 4454.52, -165.806, 4572.11, -166.576, 4566.89, -164.918
3446, 2700.00000, 4551.98, -165.67, 4678.53, -166.244, 4656.54, -164.612
3447, 0.00000, 4550.13, -165.941, 4691.44, -166.741, 4678.17, -164.848
3447, 900.00000, 4734.02, -165.084, 4910.05, -166.279, 4911.24, -163.913
3447, 1800.00000, 4727.81, -164.984, 4904.62, -166.175, 4905.01, -163.801
3447, 2700.00000, 4622.57, -165.22, 4781.36, -166.369, 4785.31, -164.157
3448, 0.00000, 4571.3, -165.45, 4727.74, -166.387, 4717.18, -164.281
3448, 900.00000, 4617.78, -165.583, 4791.9, -166.29, 4757.36, -164.127
3448, 1800.00000, 4591.62, -165.826, 4764.51, -166.611, 4735.78, -164.414
3448, 2700.00000, 4445.55, -166.071, 4597.3, -166.781, 4571.76, -164.785
3449, 0.00000, 4556.52, -165.099, 4687.33, -166.276, 4705.2, -164.316
3449, 900.00000, 4490.02, -165.286, 4620.82, -166.577, 4645.38, -164.543
3449, 1800.00000, 4343.9, -166.28, 4511.06, -166.816, 4465.67, -164.695
3449, 2700.00000, 4246.69, -166.318, 4400.08, -166.863, 4360.98, -164.85
3450, 0.00000, 4184.23, -166.244, 4291.23, -166.92, 4281.95, -165.346
3450, 900.00000, 4228.31, -166.455, 4334.68, -166.994, 4317.35, -165.505
3450, 1800.00000, 4199.74, -166.263, 4309.52, -167.009, 4303.55, -165.375
3450, 2700.00000, 4150.48, -166.657, 4245.36, -167.466, 4249.93, -165.958
3451, 0.00000, 4026.64, -167.146, 4113.45, -167.877, 4115.59, -166.469
3451, 900.00000, 4123.22, -167.11, 4229.58, -167.596, 4208.05, -166.102
3451, 1800.00000, 4013.46, -167.626, 4133.38, -168.214, 4110.84, -166.476
3451, 2700.00000, 4113.07, -167.396, 4246.47, -168.229, 4233.82, -166.256
3452, 0.00000, 4017.57, -167.6, 4106.55, -168.565, 4121.86, -167.016
3452, 900.00000, 3922.15, -168.399, 3984.38, -169.158, 3998.91, -168.009
3452, 1800.00000, 3927.54, -167.923, 3983.42, -169.063, 4023.7, -167.808
3452, 2700.00000, 3703.02, -168.884, 3807.96, -169.54, 3793.74, -167.844
3453, 0.00000, 3529.39, -169.55, 3645.34, -169.939, 3609.84, -168.154
3453, 900.00000, 3360.04, -169.778, 3465.01, -170.124, 3431.58, -168.436
3453, 1800.00000, 3132.75, -170.563, 3226.21, -171.241, 3213.05, -169.464
3453, 2700.00000, 2969.59, -171.26, 3049.02, -171.958, 3041.8, -170.318
3454, 0.00000, 2882.41, -171.754, 2973.72, -172.552, 2964.36, -170.631
3454, 900.00000, 2744.56, -172.114, 2839.57, -172.495, 2809.3, -170.629
3454, 1800.00000, 2683.34, -172.12, 2745.6, -172.64, 2736.28, -171.254
3454, 2700.00000, 2637.79, -172.565, 2701.28, -173.035, 2689.03, -171.631
3455, 0.00000, 2565.38, -173.043, 2623.17, -173.651, 2618.55, -172.255
3455, 900.00000, 2478.53, -173.585, 2553.66, -174.029, 2533.81, -172.339
3455, 1800.00000, 2502.05, -173.424, 2580.66, -173.767, 2555.41, -172.072
3455, 2700.00000, 2435.46, -173.775, 2487.15, -174.252, 2479.43, -172.982
3456, 0.00000, 2401.95, -174.165, 2441.84, -174.526, 2435.36, -173.534
3456, 900.00000, 2184.32, -175.786, 2250.2, -175.699, 2215.08, -174.266
3456, 1800.00000, 2240.78, -175.357, 2300.68, -174.976, 2258.24, -173.848
3456, 2700.00000, 2124.39, -176.488, 2170.18, -176.262, 2140.3, -175.312
3457, 0.00000, 2106.7, -176.568, 2131.39, -176.467, 2115.91, -175.938
3457, 900.00000, 2058.05, -177.08, 2081.4, -177.146, 2071.89, -176.554
3457, 1800.00000, 2010.5, -177.418, 2037.54, -177.651, 2031.25, -176.875
3457, 2700.00000, 2036.81, -176.704, 2059.66, -177.54, 2074.18, -176.578
3458, 0.00000, 2083.37, -175.814, 2103.94, -177.124, 2135.04, -175.994
3458, 900.00000, 1959.73, -178.324, 2006.7, -178.283, 1982.41, -177.127
3458, 1800.00000, 1978.13, -178.082, 2031.32, -178.037, 2003.89, -176.742
3458, 2700.00000, 1989.23, -178.033, 2037.61, -177.925, 2010.56, -176.784
3459, 0.00000, 1954.46, -178.283, 2004.65, -178.267, 1979.56, -177.016
